x,y
1,48.56129170220501
0.9865880531176369,48.58763249382798
0.9727325996485932,48.64195971134623
0.9584250425595653,48.697989563471346
0.943657100735649,48.755776145602844
0.9284208534369653,48.8153769337433
0.9127087864499763,48.87685308698115
0.8965138397782993,48.94026975694879
0.8798294566887962,49.005696400424206
0.8626496338987538,49.07320709051322
0.8449689726594649,49.14288082112613
0.8267827304609463,49.214801798639435
0.8080868730522947,49.289059713842924
0.7888781264429204,49.36574998649789
0.769154028522142,49.444973974007425
0.7489129799090138,49.52683913498381
0.7281542936214264,49.611459137815864
0.7068782431340983,49.698953903707284
0.685086108379733,49.78944957323624
0.6627802192368418,49.883078385122076
0.639963996042165,49.97997845575051
0.6166419866656092,50.08029344811498
0.5928198996915668,50.18417211915266
0.5685046332625724,50.29176773511473
0.5437042991596053,50.4032373455673
0.5184282417178773,50.518740907979875
0.49268705120750067,50.63844025656713
0.4664925713446241,50.762497911197464
0.4398579006400191,50.89107572473432
0.4127973873380892,51.02433337010766
0.38532661774920896,51.16242667177402
0.3574623978313881,51.305505789894454
0.32922272793278307,51.45371326950766
0.30062677066375276,51.60718197113798
0.2716948119251829,51.76603290352508
0.24244821517811188,51.93037298338133
0.21290936909755692,52.10029275113532
0.1831016288104146,52.27586407536481
0.15304925097298436,52.45713788187159
0.12277732299763687,52.64406148903926
0.09231143197487195,52.835989815115894
0.061676501444013966,53.03124455698404
0.030897542683485813,53.22744696394183
0,53.32518767046466
