x,y
0,0
0.0009090909090909091,0.0006650793595381899
0.0018181818181818182,0.0013301587190764907
0.0027272727272727275,0.0019952380786146806
0.0036363636363636364,0.0026603174381529815
0.004545454545454545,0.0033253967976911714
0.005454545454545455,0.003990476157229361
0.006363636363636364,0.004655555516767662
0.007272727272727273,0.005320634876305852
0.008181818181818182,0.005985714235844153
0.00909090909090909,0.006650793595382343
0.01,0.007315872954920533
0.01090909090909091,0.007980952314458833
0.011818181818181818,0.008646031673997023
0.012727272727272728,0.009311111033535324
0.013636363636363636,0.009976190393073514
0.014545454545454545,0.010641269752611704
0.015454545454545455,0.011306349112150005
0.016363636363636365,0.011971428471688195
0.017272727272727273,0.012636507831226385
0.01818181818181818,0.013301587190764685
0.019090909090909092,0.013966666550302875
0.02,0.014631745909841176
0.02090909090909091,0.015296825269379366
0.02181818181818182,0.015961904628917556
0.022727272727272728,0.016626983988455857
0.023636363636363636,0.017292063347994047
0.024545454545454544,0.017957142707532348
0.025454545454545455,0.018622222067070537
0.026363636363636363,0.019287301426608727
0.02727272727272727,0.019952380786147028
0.028181818181818183,0.020617460145685218
0.02909090909090909,0.02128253950522352
0.03,0.02194761886476171
0.03090909090909091,0.0226126982242999
0.031818181818181815,0.0232777775838382
0.03272727272727273,0.02394285694337639
0.03363636363636364,0.02460793630291469
0.034545454545454546,0.02527301566245288
0.035454545454545454,0.02593809502199107
0.03636363636363636,0.02660317438152937
0.03727272727272727,0.02726825374106756
0.038181818181818185,0.02793333310060575
0.03909090909090909,0.02859841246014405
0.04,0.02926349181968224
0.04090909090909091,0.029928571179220542
0.04181818181818182,0.030593650538758732
0.042727272727272725,0.03125872989829692
0.04363636363636364,0.03192380925783522
0.04454545454545455,0.03258888861737341
0.045454545454545456,0.033253967976911714
0.046363636363636364,0.0339190473364499
0.04727272727272727,0.03458412669598809
0.04818181818181818,0.035249206055526394
0.04909090909090909,0.035914285415064584
0.05,0.036579364774602885
0.05090909090909091,0.037244444134141075
0.05181818181818182,0.037909523493679265
0.05272727272727273,0.038574602853217566
0.053636363636363635,0.039239682212755755
0.05454545454545454,0.039904761572294056
0.05545454545454546,0.040569840931832246
0.056363636363636366,0.041234920291370436
0.057272727272727274,0.04189999965090874
0.05818181818181818,0.04256507901044693
0.05909090909090909,0.04323015836998523
0.06,0.04389523772952342
0.060909090909090906,0.04456031708906161
0.06181818181818182,0.04522539644859991
0.06272727272727273,0.0458904758081381
0.06363636363636363,0.04655555516767629
0.06454545454545454,0.04722063452721459
0.06545454545454546,0.04788571388675278
0.06636363636363636,0.04855079324629108
0.06727272727272728,0.04921587260582927
0.06818181818181818,0.04988095196536746
0.06909090909090909,0.05054603132490576
0.07,0.05121111068444395
0.07090909090909091,0.05187619004398225
